1.899264,-0.073267,0.200878,0.007106,-1.065914,3.775297
2.649344,-0.356566,1.265746,-0.074500,6.723956,4.798673
3.083201,-0.994219,1.778642,-0.171957,13.380044,18.843054
2.969343,-1.740294,2.192834,-0.408028,15.216772,44.547375
2.894205,-2.502108,2.502335,-0.827261,13.733994,63.097015
2.726576,-3.307248,2.724591,-1.499875,7.794384,82.142456
2.121298,-3.788145,2.724716,-2.276395,13.170931,98.588341
1.483760,-4.402003,2.479482,-3.042039,11.540771,114.669334
0.710626,-4.582113,2.059035,-3.642576,12.547591,132.584244
-0.022397,-4.831671,1.626726,-4.029579,9.969500,144.093033
-0.791004,-4.761602,0.949422,-4.396420,8.868366,159.281143
-1.568241,-4.766909,0.215629,-4.602271,5.693619,169.032928
-2.310335,-4.546280,-0.449514,-4.673413,1.939421,-178.030594
-3.102767,-4.385871,-1.276464,-4.637112,4.521233,-176.687943
-3.835639,-4.199608,-2.068061,-4.556273,3.932767,-172.524307
-4.501832,-3.844719,-2.654775,-4.446229,5.601336,-167.562653
-5.516607,-3.836059,-3.757848,-4.212044,0.984134,-168.916748
-6.264674,-3.618937,-4.488840,-4.035573,-0.090568,-166.705444
-7.014245,-3.505853,-5.230083,-3.857868,-1.581136,-167.257370
-7.760756,-3.657697,-5.950031,-3.720526,-4.902594,-173.109741
-8.452591,-3.962199,-6.635841,-3.677759,-6.442442,177.543732
-9.218012,-4.153296,-7.476607,-3.762208,-4.972244,172.314255
-10.132741,-3.958680,-8.100386,-3.863491,3.037591,174.280396
-10.996454,-3.912996,-9.050220,-3.948062,3.331158,177.700623
-11.821389,-3.393833,-10.054158,-3.936608,9.148644,-172.074829
-12.218438,-2.686379,-10.879327,-3.730044,13.996370,-156.064224
-12.438133,-1.944226,-11.427386,-3.404257,15.744807,-140.438507
-12.001848,-1.280360,-11.855107,-2.905285,22.050753,-117.210693
-11.181465,-0.913200,-12.079827,-2.304784,26.897196,-84.052063
-10.441384,-0.745504,-11.878373,-1.696058,20.636614,-54.120792
-9.837033,-1.261206,-11.465179,-1.298212,24.568804,-25.870842
-9.058101,-1.185207,-10.915098,-1.077532,18.076027,-14.757562
-8.648835,-1.820480,-10.325562,-1.100258,13.952065,9.293348
-7.925298,-2.198927,-9.682797,-1.262745,8.847179,19.196014
-7.273289,-2.626290,-9.001945,-1.549027,4.543643,27.386572
-6.628081,-3.055593,-8.347269,-1.915028,2.112223,31.449265
-5.870175,-3.824136,-7.506821,-2.456544,4.069337,35.812943
-5.011193,-4.448876,-6.688519,-3.065509,2.780402,36.733459
-4.259960,-4.453005,-6.262670,-3.355670,-5.245926,33.965294
-3.541147,-4.960668,-5.407756,-3.899707,-0.486958,30.100336
-3.084349,-5.611971,-4.707085,-4.334181,4.032521,34.185310
-2.438953,-6.034249,-4.083207,-4.778360,1.108026,36.264648
-1.732262,-6.370840,-3.380307,-5.310995,-4.392996,37.137676
-0.962061,-6.422465,-2.699852,-5.790348,-10.383854,30.372551
-0.374481,-5.953855,-2.092829,-6.054876,-17.595808,14.231288
0.172724,-5.407571,-1.457869,-6.119753,-18.887300,-4.706536
0.732175,-4.812708,-0.865342,-5.998751,-14.610843,-21.980339
1.346575,-4.191398,-0.087018,-5.626376,-13.937744,-31.089815
1.828515,-3.501533,0.604491,-5.038799,-8.146029,-43.325844
2.263932,-2.584766,1.262458,-4.305849,-5.825533,-53.979794
2.593941,-1.764243,1.729904,-3.601972,-4.417262,-60.401279
2.975187,-0.964706,2.096518,-2.905915,-3.584284,-62.062164
3.467786,-0.150747,2.535196,-2.039549,-0.766343,-62.955784
3.672982,0.612656,2.924747,-1.250398,-2.044291,-66.074303
3.634716,1.502176,3.173607,-0.480817,-4.234318,-72.675049
3.766421,2.244110,3.372506,0.212773,-3.647056,-75.378227
3.812780,3.069964,3.563680,1.064993,-3.945588,-78.972023
3.989367,3.943666,3.745788,2.111296,-2.360959,-80.066826
3.882659,4.689618,3.847424,2.888256,-5.988690,-82.890503
4.076149,5.522609,3.934380,3.541488,-4.865564,-81.041115
3.688094,6.171168,3.995613,4.225585,-10.120900,-88.860718
3.187048,6.730376,3.956956,4.981527,-12.556584,-101.204002
2.547875,7.240441,3.734938,5.664348,-10.370137,-116.615479
2.316846,7.969148,3.253552,6.429635,4.028790,-125.346649
1.990161,8.649508,2.608594,6.974529,21.276148,-131.540955
2.705374,8.916816,2.295097,7.502819,31.218830,-105.038330
3.455470,8.816030,2.273068,7.941403,37.711178,-74.201530
4.227673,8.769123,2.446401,8.272017,31.700092,-47.293045
4.917932,8.419665,2.954455,8.608970,25.807177,-20.300167
5.630518,7.682971,3.828759,8.737753,20.327572,10.017822
5.985089,6.995397,4.471889,8.529339,17.936485,27.453405
6.412568,6.298335,5.093232,8.112906,12.321236,41.658546
7.228407,6.227540,5.518420,7.819221,6.350403,36.597340
7.012032,5.476597,5.952329,7.435164,9.437064,52.146732
7.292819,4.770669,6.311418,6.917943,5.394980,60.042328
7.454580,4.000593,6.662437,6.257801,5.130759,65.531097
8.435053,3.845370,6.926533,5.638368,3.130797,46.793861
9.018334,3.187338,7.531766,4.961692,0.351887,49.691444
9.559032,2.614822,8.042067,4.347917,-0.743933,49.548401
9.959445,1.969328,8.472760,3.837759,1.656626,49.834480
10.745805,1.752979,8.922365,3.320493,-4.996655,45.680462
11.324498,1.215527,9.387213,2.860514,-2.357481,42.692627
11.499884,0.455257,10.119330,2.167964,5.419343,45.709465
12.034180,-0.109615,10.633062,1.608156,1.121461,49.675659
12.562050,-0.809221,11.177372,0.943082,0.742954,50.940971
12.788063,-1.550623,11.593155,0.365389,1.468951,56.581467
12.556805,-2.265482,11.968895,-0.269210,10.486402,63.103531
