pobx,poby,px,py,ang,angr,num
3.423594,2.961285,3.349134,2.554001,0.000000,-87.035606,21
3.423594,2.961285,3.349134,2.554001,0.000000,-87.035606,21
3.423594,2.961285,3.349134,2.554001,0.000000,-87.035606,21
3.423594,2.961285,3.349134,2.554001,0.000000,-87.035606,21
3.423594,2.961285,3.349134,2.554001,0.000000,-87.035606,21
3.423594,2.961285,3.350076,2.535808,0.000000,-86.146774,21
3.423594,2.961285,3.350076,2.535808,0.000000,-86.146774,21
3.423594,2.961285,3.350076,2.535808,0.000000,-86.146774,21
3.423594,2.961285,3.350076,2.535808,0.000000,-86.146774,21
3.423594,2.961285,3.350076,2.535808,0.000000,-86.146774,21
3.423594,2.961285,3.350076,2.535808,0.000000,-86.146774,21
3.423594,2.961285,3.351240,2.518519,0.000000,-86.146774,21
3.423594,2.961285,3.351240,2.518519,0.000000,-86.146774,21
3.423594,2.961285,3.351240,2.518519,0.000000,-86.056519,21
3.423594,2.961285,3.351240,2.518519,0.000000,-86.056519,21
3.423594,2.961285,3.351240,2.518519,0.000000,-86.056519,21
3.423594,2.961285,3.351240,2.518519,0.000000,-86.056519,21
3.423594,2.961285,3.351240,2.518519,0.000000,-86.056519,21
3.423594,2.961285,3.352485,2.500459,0.000000,-86.348366,21
3.423594,2.961285,3.352485,2.500459,0.000000,-86.348366,21
3.423594,2.961285,3.352485,2.500459,0.000000,-86.348366,21
3.423594,2.961285,3.352485,2.500459,0.000000,-86.348366,21
3.423594,2.961285,3.352485,2.500459,0.000000,-86.348366,21
3.423594,2.961285,3.352485,2.500459,0.000000,-86.348366,21
3.423594,2.961285,3.352485,2.500459,0.000000,-86.348366,21
3.423594,2.961285,3.352485,2.500459,0.000000,-86.348366,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.353633,2.482473,0.000000,-87.560577,21
3.423594,2.961285,3.361222,2.304324,0.000000,-87.560577,21
3.423594,2.961285,3.361222,2.304324,0.000000,-87.560577,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.361222,2.304324,0.000000,-88.004768,21
3.423594,2.961285,3.366260,2.159689,0.000000,-88.004768,21
3.423594,2.961285,3.366260,2.159689,0.000000,-88.004768,21
3.423594,2.961285,3.366260,2.159689,0.000000,-92.116508,21
3.423594,2.961285,3.366260,2.159689,0.000000,-92.116508,21
3.423594,2.961285,3.366260,2.159689,0.000000,-92.116508,21
3.423594,2.961285,3.366260,2.159689,0.000000,-92.116508,21
3.423594,2.961285,3.365580,2.141279,0.000000,-92.116508,21
3.423594,2.961285,3.365580,2.141279,0.000000,-92.116508,21
3.423594,2.961285,3.365580,2.141279,0.000000,-92.767769,21
3.423594,2.961285,3.365580,2.141279,0.000000,-92.767769,21
3.423594,2.961285,3.365580,2.141279,0.000000,-92.767769,21
3.423594,2.961285,3.365580,2.141279,0.000000,-92.767769,21
3.423594,2.961285,3.364735,2.123819,0.000000,-92.767769,21
3.423594,2.961285,3.364735,2.123819,0.000000,-93.329201,21
3.423594,2.961285,3.364735,2.123819,0.000000,-93.329201,21
3.423594,2.961285,3.364735,2.123819,0.000000,-93.329201,21
3.423594,2.961285,3.364735,2.123819,0.000000,-93.329201,21
3.423594,2.961285,3.364735,2.123819,0.000000,-93.329201,21
3.423594,2.961285,3.364735,2.123819,0.000000,-93.329201,21
3.423594,2.961285,3.364735,2.123819,0.000000,-93.329201,21
3.423594,2.961285,3.364735,2.123819,0.000000,-93.329201,21
3.423594,2.961285,3.364735,2.123819,0.000000,-93.329201,21
3.423594,2.961285,3.364735,2.123819,0.000000,-93.329201,21
3.423594,2.961285,3.364735,2.123819,0.000000,-93.329201,21
3.423594,2.961285,3.364735,2.123819,0.000000,-93.329201,21
3.423594,2.961285,3.364735,2.123819,0.000000,-93.329201,21
3.423594,2.961285,3.364735,2.123819,0.000000,-93.329201,21
3.423594,2.961285,3.364735,2.123819,0.000000,-93.329201,21
3.423594,2.961285,3.364735,2.123819,0.000000,-93.329201,21
3.423594,2.961285,3.364735,2.123819,0.000000,-93.329201,21
3.423594,2.961285,3.364735,2.123819,0.000000,-93.329201,21
3.423594,2.961285,3.364735,2.123819,0.000000,-93.329201,21
3.423594,2.961285,3.364735,2.123819,0.000000,-93.329201,21
3.423594,2.961285,3.360396,2.049222,0.000000,-93.329201,21
3.423594,2.961285,3.360396,2.049222,0.000000,-93.329201,21
3.423594,2.961285,3.360396,2.049222,0.000000,-93.143059,21
3.423594,2.961285,3.360396,2.049222,0.000000,-93.143059,21
3.423594,2.961285,3.360396,2.049222,0.000000,-93.143059,21
3.423594,2.961285,3.360396,2.049222,0.000000,-93.143059,21
3.423594,2.961285,3.360396,2.049222,0.000000,-93.143059,21
3.423594,2.961285,3.360396,2.049222,0.000000,-93.143059,21
3.423594,2.961285,3.360396,2.049222,0.000000,-93.143059,21
3.423594,2.961285,3.360396,2.049222,0.000000,-93.143059,21
3.423594,2.961285,3.360396,2.049222,0.000000,-93.143059,21
3.423594,2.961285,3.360396,2.049222,0.000000,-93.143059,21
3.128781,-0.812230,3.358074,2.006943,-1.506544,-93.143059,27
3.423594,2.961285,3.358074,2.006943,0.000000,-93.143059,21
3.423594,2.961285,3.358074,2.006943,0.000000,-92.620209,21
3.423594,2.961285,3.358074,2.006943,0.000000,-92.620209,21
3.423594,2.961285,3.358074,2.006943,0.000000,-92.620209,21
3.423594,2.961285,3.358074,2.006943,0.000000,-92.620209,21
3.423594,2.961285,3.358074,2.006943,0.000000,-92.620209,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.357268,1.989328,0.000000,-92.552856,21
3.423594,2.961285,3.353860,1.912906,0.000000,-93.875328,21
3.423594,2.961285,3.353860,1.912906,0.000000,-93.875328,21
3.423594,2.961285,3.353860,1.912906,0.000000,-93.875328,21
3.423594,2.961285,3.353860,1.912906,0.000000,-93.875328,21
3.423594,2.961285,3.353860,1.912906,0.000000,-93.875328,21
3.423594,2.961285,3.353860,1.912906,0.000000,-93.875328,21
3.423594,2.961285,3.352599,1.894296,0.000000,-93.965134,21
3.423594,2.961285,3.352599,1.894296,0.000000,-93.965134,21
3.423594,2.961285,3.352599,1.894296,0.000000,-93.965134,21
3.423594,2.961285,3.352599,1.894296,0.000000,-93.965134,21
3.423594,2.961285,3.352599,1.894296,0.000000,-93.965134,21
3.423594,2.961285,3.352599,1.894296,0.000000,-93.965134,21
3.423594,2.961285,3.351306,1.875634,0.000000,-94.307190,21
3.423594,2.961285,3.351306,1.875634,0.000000,-94.307190,21
3.423594,2.961285,3.351306,1.875634,0.000000,-94.307190,21
3.423594,2.961285,3.351306,1.875634,0.000000,-94.307190,21
3.423594,2.961285,3.351306,1.875634,0.000000,-94.307190,21
3.423594,2.961285,3.349939,1.857481,0.000000,-94.307190,21
3.423594,2.961285,3.349939,1.857481,0.000000,-94.555542,21
3.423594,2.961285,3.349939,1.857481,0.000000,-94.555542,21
3.423594,2.961285,3.349939,1.857481,0.000000,-94.555542,21
3.423594,2.961285,3.349939,1.857481,0.000000,-94.555542,21
3.423594,2.961285,3.349939,1.857481,0.000000,-94.555542,21
3.423594,2.961285,3.349939,1.857481,0.000000,-94.555542,21
3.423594,2.961285,3.349939,1.857481,0.000000,-94.555542,21
3.423594,2.961285,3.349939,1.857481,0.000000,-94.555542,21
3.423594,2.961285,3.349939,1.857481,0.000000,-94.555542,21
3.423594,2.961285,3.349939,1.857481,0.000000,-94.555542,21
3.423594,2.961285,3.349939,1.857481,0.000000,-94.555542,21
3.423594,2.961285,3.349939,1.857481,0.000000,-94.555542,21
3.423594,2.961285,3.349939,1.857481,0.000000,-94.555542,21
3.423594,2.961285,3.349939,1.857481,0.000000,-94.555542,21
3.423594,2.961285,3.349939,1.857481,0.000000,-94.555542,21
3.423594,2.961285,3.349939,1.857481,0.000000,-94.555542,21
3.423594,2.961285,3.345361,1.800036,0.000000,-94.555542,21
3.423594,2.961285,3.345361,1.800036,0.000000,-94.555542,21
3.423594,2.961285,3.345361,1.800036,0.000000,-94.555542,21
3.423594,2.961285,3.345361,1.800036,0.000000,-94.555542,21
3.423594,2.961285,3.345361,1.800036,0.000000,-94.555542,21
3.423594,2.961285,3.343918,1.781925,0.000000,-94.555542,21
3.423594,2.961285,3.343918,1.781925,0.000000,-94.555542,21
3.423594,2.961285,3.343918,1.781925,0.000000,-94.555542,21
3.423594,2.961285,3.343918,1.781925,0.000000,-94.555542,21
3.423594,2.961285,3.343918,1.781925,0.000000,-94.555542,21
3.423594,2.961285,3.343918,1.781925,0.000000,-94.555542,21
3.423594,2.961285,3.342463,1.763660,0.000000,-94.419792,21
3.423594,2.961285,3.342463,1.763660,0.000000,-94.419792,21
3.423594,2.961285,3.342463,1.763660,0.000000,-94.419792,21
3.423594,2.961285,3.342463,1.763660,0.000000,-94.419792,21
3.423594,2.961285,3.341091,1.745913,0.000000,-94.419792,21
3.423594,2.961285,3.341091,1.745913,0.000000,-94.419792,21
3.423594,2.961285,3.341091,1.745913,0.000000,-94.419792,21
3.423594,2.961285,3.341091,1.745913,0.000000,-94.419792,21
3.423594,2.961285,3.341091,1.745913,0.000000,-94.419792,21
3.423594,2.961285,3.341091,1.745913,0.000000,-94.419792,21
3.423594,2.961285,3.339690,1.727784,0.000000,-94.374886,21
3.423594,2.961285,3.339690,1.727784,0.000000,-94.374886,21
3.423594,2.961285,3.339690,1.727784,0.000000,-94.374886,21
3.423594,2.961285,3.339690,1.727784,0.000000,-94.374886,21
3.423594,2.961285,3.338308,1.709728,0.000000,-94.307510,21
3.423594,2.961285,3.338308,1.709728,0.000000,-94.307510,21
3.423594,2.961285,3.338308,1.709728,0.000000,-94.307510,21
3.423594,2.961285,3.338308,1.709728,0.000000,-94.307510,21
3.423594,2.961285,3.338308,1.709728,0.000000,-94.307510,21
3.423594,2.961285,3.338308,1.709728,0.000000,-94.307510,21
3.423594,2.961285,3.336930,1.691432,0.000000,-94.307510,21
3.423594,2.961285,3.336930,1.691432,0.000000,-94.442291,21
3.423594,2.961285,3.336930,1.691432,0.000000,-94.442291,21
3.423594,2.961285,3.336930,1.691432,0.000000,-94.442291,21
