sp -2.038398 -1.971736, R -1.785683 -3.759159, YSP -71.085983 -110.814117
sp -2.038398 -1.971736, R -1.792888 -3.791337, YSP -69.146294 -110.814117
sp -2.038398 -1.971736, R -1.792888 -3.791337, YSP -69.146294 -110.814117
sp -2.038398 -1.971736, R -1.792888 -3.791337, YSP -69.146294 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.757245 -3.867074, YSP -67.506310 -110.814117
sp -2.038398 -1.971736, R -1.969122 -3.793645, YSP -97.356491 -110.814117
sp -2.038398 -1.971736, R -1.969122 -3.793645, YSP -97.356491 -110.814117
sp -2.038398 -1.971736, R -2.059993 -3.848595, YSP -97.356491 -110.814117
sp -2.038398 -1.971736, R -2.059993 -3.848595, YSP -93.019623 -110.814117
sp -2.038398 -1.971736, R -2.059993 -3.848595, YSP -93.019623 -110.814117
sp -2.038398 -1.971736, R -2.059993 -3.848595, YSP -93.019623 -110.814117
sp -2.038398 -1.971736, R -2.093898 -3.916208, YSP -88.851097 -110.814117
sp -2.038398 -1.971736, R -2.093898 -3.916208, YSP -88.851097 -110.814117
sp -2.038398 -1.971736, R -2.093898 -3.916208, YSP -88.851097 -110.814117
sp -2.038398 -1.971736, R -2.093898 -3.916208, YSP -88.851097 -110.814117
sp -2.038398 -1.971736, R -2.093898 -3.916208, YSP -88.851097 -110.814117
sp -2.038398 -1.971736, R -2.093898 -3.916208, YSP -88.851097 -110.814117
sp -2.038398 -1.971736, R -2.093898 -3.916208, YSP -88.851097 -110.814117
sp -2.038398 -1.971736, R -2.093898 -3.916208, YSP -88.851097 -110.814117
sp -2.038398 -1.971736, R -2.093898 -3.916208, YSP -88.851097 -110.814117
sp -2.038398 -1.971736, R -2.093898 -3.916208, YSP -88.851097 -110.814117
sp -2.038398 -1.971736, R -2.052530 -3.935499, YSP -91.114006 -110.814117
sp -2.038398 -1.971736, R -2.052530 -3.935499, YSP -91.114006 -110.814117
sp -2.038398 -1.971736, R -2.052530 -3.935499, YSP -91.114006 -110.814117
sp -2.038398 -1.971736, R -2.027662 -3.958311, YSP -86.503220 -110.814117
sp -2.038398 -1.971736, R -2.027662 -3.958311, YSP -86.503220 -110.814117
sp -2.038398 -1.971736, R -2.028169 -3.950022, YSP -86.503220 -110.814117
sp -2.038398 -1.971736, R -2.028169 -3.950022, YSP -88.747559 -110.814117
sp -2.038398 -1.971736, R -2.028169 -3.950022, YSP -88.747559 -110.814117
sp -2.038398 -1.971736, R -2.003855 -3.960748, YSP -84.637566 -110.814117
sp -2.038398 -1.971736, R -2.003855 -3.960748, YSP -84.637566 -110.814117
sp -2.038398 -1.971736, R -2.003855 -3.960748, YSP -84.637566 -110.814117
sp -2.038398 -1.971736, R -2.035309 -3.981011, YSP -84.637566 -110.814117
sp -2.038398 -1.971736, R -2.035309 -3.981011, YSP -81.191902 -110.814117
sp -2.038398 -1.971736, R -2.035309 -3.981011, YSP -81.191902 -110.814117
sp -2.038398 -1.971736, R -2.047430 -3.993174, YSP -81.191902 -110.814117
sp -2.038398 -1.971736, R -2.047430 -3.993174, YSP -78.196907 -110.814117
sp -2.038398 -1.971736, R -2.047430 -3.993174, YSP -78.196907 -110.814117
sp -2.038398 -1.971736, R -2.049482 -3.983354, YSP -81.070755 -110.814117
sp -2.038398 -1.971736, R -2.049482 -3.983354, YSP -81.070755 -110.814117
sp -2.038398 -1.971736, R -2.049482 -3.983354, YSP -81.070755 -110.814117
sp -2.038398 -1.971736, R -2.027399 -3.990066, YSP -78.236557 -110.814117
sp -2.038398 -1.971736, R -2.027399 -3.990066, YSP -78.236557 -110.814117
sp -2.038398 -1.971736, R -2.027399 -3.990066, YSP -78.236557 -110.814117
sp -2.038398 -1.971736, R -2.037248 -4.008277, YSP -75.920639 -110.814117
sp -2.038398 -1.971736, R -2.037248 -4.008277, YSP -75.920639 -110.814117
sp -2.038398 -1.971736, R -2.037248 -4.008277, YSP -75.920639 -110.814117
sp -2.038398 -1.971736, R -2.037248 -4.008277, YSP -75.920639 -110.814117
sp -2.038398 -1.971736, R -2.037248 -4.008277, YSP -75.920639 -110.814117
sp -2.038398 -1.971736, R -2.037248 -4.008277, YSP -75.920639 -110.814117
sp -2.038398 -1.971736, R -2.107570 -3.984984, YSP -77.566650 -110.814117
sp -2.038398 -1.971736, R -2.107570 -3.984984, YSP -77.566650 -110.814117
sp -2.038398 -1.971736, R -2.107570 -3.984984, YSP -77.566650 -110.814117
sp -2.038398 -1.971736, R -2.107570 -3.984984, YSP -77.566650 -110.814117
sp -2.038398 -1.971736, R -2.107570 -3.984984, YSP -77.566650 -110.814117
sp -2.038398 -1.971736, R -2.107570 -3.984984, YSP -77.566650 -110.814117
sp -2.038398 -1.971736, R -2.107570 -3.984984, YSP -77.566650 -110.814117
sp -2.038398 -1.971736, R -2.107570 -3.984984, YSP -77.566650 -110.814117
sp -2.038398 -1.971736, R -2.107570 -3.984984, YSP -77.566650 -110.814117
sp -2.038398 -1.971736, R -2.107570 -3.984984, YSP -77.566650 -110.814117
sp -2.038398 -1.971736, R -2.182104 -3.949315, YSP -84.052902 -110.814117
sp -2.038398 -1.971736, R -2.182104 -3.949315, YSP -84.052902 -110.814117
sp -2.038398 -1.971736, R -2.182104 -3.949315, YSP -84.052902 -110.814117
sp -2.038398 -1.971736, R -2.221796 -3.942799, YSP -84.052902 -110.814117
sp -2.038398 -1.971736, R -2.221796 -3.942799, YSP -81.021606 -110.814117
sp -2.038398 -1.971736, R -2.221796 -3.942799, YSP -81.021606 -110.814117
sp -2.038398 -1.971736, R -2.232650 -3.957007, YSP -78.072159 -110.814117
sp -2.038398 -1.971736, R -2.232650 -3.957007, YSP -78.072159 -110.814117
sp -2.038398 -1.971736, R -2.232650 -3.957007, YSP -78.072159 -110.814117
sp -2.038398 -1.971736, R -2.281266 -3.973803, YSP -75.478058 -110.814117
sp -2.038398 -1.971736, R -2.281266 -3.973803, YSP -75.478058 -110.814117
sp -2.038398 -1.971736, R -2.281266 -3.973803, YSP -75.478058 -110.814117
sp -2.038398 -1.971736, R -2.283544 -3.965008, YSP -78.439812 -110.814117
sp -2.038398 -1.971736, R -2.283544 -3.965008, YSP -78.439812 -110.814117
sp -2.038398 -1.971736, R -2.283544 -3.965008, YSP -78.439812 -110.814117
sp -2.038398 -1.971736, R -2.283544 -3.965008, YSP -78.439812 -110.814117
sp -2.038398 -1.971736, R -2.283544 -3.965008, YSP -78.439812 -110.814117
sp -2.038398 -1.971736, R -2.283544 -3.965008, YSP -78.439812 -110.814117
sp -2.038398 -1.971736, R -2.283544 -3.965008, YSP -78.439812 -110.814117
sp -2.038398 -1.971736, R -2.283544 -3.965008, YSP -78.439812 -110.814117
sp -2.038398 -1.971736, R -2.283544 -3.965008, YSP -78.439812 -110.814117
sp -2.038398 -1.971736, R -2.283544 -3.965008, YSP -78.439812 -110.814117
sp -2.038398 -1.971736, R -2.283544 -3.965008, YSP -78.439812 -110.814117
sp -2.038398 -1.971736, R -2.283544 -3.965008, YSP -78.439812 -110.814117
sp -2.038398 -1.971736, R -2.283544 -3.965008, YSP -78.439812 -110.814117
sp -2.038398 -1.971736, R -2.283544 -3.965008, YSP -78.439812 -110.814117
sp -2.038398 -1.971736, R -2.283544 -3.965008, YSP -78.439812 -110.814117
sp -2.038398 -1.971736, R -2.342988 -3.971935, YSP -91.429657 -110.814117
sp -2.038398 -1.971736, R -2.342988 -3.971935, YSP -91.429657 -110.814117
sp -2.038398 -1.971736, R -2.342988 -3.971935, YSP -91.429657 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -91.429657 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.382760 -4.056149, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.510824 -4.084507, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.510824 -4.084507, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.510824 -4.084507, YSP -87.468323 -110.814117
sp -2.038398 -1.971736, R -2.510824 -4.084507, YSP -93.862549 -110.814117
sp -2.038398 -1.971736, R -2.510824 -4.084507, YSP -93.862549 -110.814117
sp -2.038398 -1.971736, R -2.510824 -4.084507, YSP -93.862549 -110.814117
sp -2.038398 -1.971736, R -2.510824 -4.084507, YSP -93.862549 -110.814117
sp -2.038398 -1.971736, R -2.510824 -4.084507, YSP -93.862549 -110.814117
sp -2.038398 -1.971736, R -2.510824 -4.084507, YSP -93.862549 -110.814117
sp -2.038398 -1.971736, R -2.510824 -4.084507, YSP -93.862549 -110.814117
sp -2.038398 -1.971736, R -2.510824 -4.084507, YSP -93.862549 -110.814117
sp -2.038398 -1.971736, R -2.510824 -4.084507, YSP -93.862549 -110.814117
sp -2.038398 -1.971736, R -2.623575 -4.169858, YSP -91.113617 -110.814117
sp -2.038398 -1.971736, R -2.623575 -4.169858, YSP -91.113617 -110.814117
sp -2.038398 -1.971736, R -2.623575 -4.169858, YSP -91.113617 -110.814117
sp -2.038398 -1.971736, R -2.623575 -4.169858, YSP -91.113617 -110.814117
sp -2.038398 -1.971736, R -2.665465 -4.225092, YSP -91.113617 -110.814117
sp -2.038398 -1.971736, R -2.665465 -4.225092, YSP -86.464622 -110.814117
sp -2.038398 -1.971736, R -2.665465 -4.225092, YSP -86.464622 -110.814117
sp -2.038398 -1.971736, R -2.665465 -4.225092, YSP -86.464622 -110.814117
sp -2.038398 -1.971736, R -2.665465 -4.225092, YSP -86.464622 -110.814117
sp -2.038398 -1.971736, R -2.665465 -4.225092, YSP -86.464622 -110.814117
sp -2.038398 -1.971736, R -2.665465 -4.225092, YSP -86.464622 -110.814117
sp -2.038398 -1.971736, R -2.665465 -4.225092, YSP -86.464622 -110.814117
sp -2.038398 -1.971736, R -2.665465 -4.225092, YSP -86.464622 -110.814117
sp -2.038398 -1.971736, R -2.665465 -4.225092, YSP -86.464622 -110.814117
sp -2.038398 -1.971736, R -2.665465 -4.225092, YSP -86.464622 -110.814117
sp -2.038398 -1.971736, R -2.665465 -4.225092, YSP -86.464622 -110.814117
sp -2.038398 -1.971736, R -2.665465 -4.225092, YSP -86.464622 -110.814117
sp -2.038398 -1.971736, R -2.665465 -4.225092, YSP -86.464622 -110.814117
sp -2.038398 -1.971736, R -2.665465 -4.225092, YSP -86.464622 -110.814117
sp -2.038398 -1.971736, R -2.665465 -4.225092, YSP -86.464622 -110.814117
sp -2.038398 -1.971736, R -2.665465 -4.225092, YSP -86.464622 -110.814117
sp -2.038398 -1.971736, R -2.665465 -4.225092, YSP -86.464622 -110.814117
sp -2.038398 -1.971736, R -2.665465 -4.225092, YSP -86.464622 -110.814117
sp -2.038398 -1.971736, R -2.665465 -4.225092, YSP -86.464622 -110.814117
sp -2.038398 -1.971736, R -2.665465 -4.225092, YSP -86.464622 -110.814117
sp -2.038398 -1.971736, R -2.681389 -4.274642, YSP -90.120979 -110.814117
sp -2.038398 -1.971736, R -2.681389 -4.274642, YSP -90.120979 -110.814117
sp -2.038398 -1.971736, R -2.681389 -4.274642, YSP -90.120979 -110.814117
sp -2.038398 -1.971736, R -2.681389 -4.274642, YSP -90.120979 -110.814117
sp -2.038398 -1.971736, R -2.681389 -4.274642, YSP -90.120979 -110.814117
sp -2.038398 -1.971736, R -2.681389 -4.274642, YSP -90.120979 -110.814117
sp -2.038398 -1.971736, R -2.716368 -4.364808, YSP -85.736908 -110.814117
sp -2.038398 -1.971736, R -2.716368 -4.364808, YSP -85.736908 -110.814117
sp -2.038398 -1.971736, R -2.716368 -4.364808, YSP -85.736908 -110.814117
sp -2.038398 -1.971736, R -2.716368 -4.364808, YSP -85.736908 -110.814117
sp -2.038398 -1.971736, R -2.716368 -4.364808, YSP -85.736908 -110.814117
sp -2.038398 -1.971736, R -2.716368 -4.364808, YSP -85.736908 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -85.736908 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -85.736908 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -82.085983 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -82.085983 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -82.085983 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -82.085983 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -82.085983 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -82.085983 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -82.085983 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -82.085983 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -82.085983 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -82.085983 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -82.085983 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -82.085983 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -82.085983 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -82.085983 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -82.085983 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -82.085983 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -82.085983 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -82.085983 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -82.085983 -110.814117
sp -2.038398 -1.971736, R -2.728183 -4.400608, YSP -82.085983 -110.814117
sp -2.038398 -1.971736, R -2.785291 -4.383060, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.785291 -4.383060, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.785291 -4.383060, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.785291 -4.383060, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.785291 -4.383060, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.785291 -4.383060, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.785291 -4.383060, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.785291 -4.383060, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.785291 -4.383060, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.785291 -4.383060, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.785291 -4.383060, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.785291 -4.383060, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.785291 -4.383060, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.785291 -4.383060, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.785291 -4.383060, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.785291 -4.383060, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.785291 -4.383060, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.785291 -4.383060, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.785291 -4.383060, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.785291 -4.383060, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.887597 -4.326447, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.887597 -4.326447, YSP -87.320389 -110.814117
sp -2.038398 -1.971736, R -2.887597 -4.326447, YSP -91.391792 -110.814117
sp -2.038398 -1.971736, R -2.887597 -4.326447, YSP -91.391792 -110.814117
sp -2.038398 -1.971736, R -2.887597 -4.326447, YSP -91.391792 -110.814117
sp -2.038398 -1.971736, R -2.887597 -4.326447, YSP -91.391792 -110.814117
sp -2.038398 -1.971736, R -2.905127 -4.312542, YSP -87.191078 -110.814117
sp -2.038398 -1.971736, R -2.905127 -4.312542, YSP -87.191078 -110.814117
sp -2.038398 -1.971736, R -2.905127 -4.312542, YSP -87.191078 -110.814117
sp -2.038398 -1.971736, R -2.905127 -4.312542, YSP -87.191078 -110.814117
sp -2.038398 -1.971736, R -2.905127 -4.312542, YSP -87.191078 -110.814117
sp -2.038398 -1.971736, R -2.905127 -4.312542, YSP -87.191078 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -87.191078 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -87.191078 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -89.749733 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -89.749733 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -89.749733 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -89.749733 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -89.749733 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -89.749733 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -89.749733 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -89.749733 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -89.749733 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -89.749733 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -89.749733 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -89.749733 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -89.749733 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -89.749733 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -89.749733 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -89.749733 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -89.749733 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -89.749733 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -89.749733 -110.814117
sp -2.038398 -1.971736, R -2.905564 -4.303621, YSP -89.749733 -110.814117
sp -2.038398 -1.971736, R -2.906564 -4.349659, YSP -93.392365 -110.814117
sp -2.038398 -1.971736, R -2.906564 -4.349659, YSP -93.392365 -110.814117
sp -2.038398 -1.971736, R -2.906564 -4.349659, YSP -93.392365 -110.814117
sp -2.038398 -1.971736, R -2.906564 -4.349659, YSP -93.392365 -110.814117
sp -2.038398 -1.971736, R -2.906564 -4.349659, YSP -93.392365 -110.814117
sp -2.038398 -1.971736, R -2.906564 -4.349659, YSP -93.392365 -110.814117
sp -2.038398 -1.971736, R -2.944034 -4.465623, YSP -93.392365 -110.814117
sp -2.038398 -1.971736, R -2.944034 -4.465623, YSP -93.392365 -110.814117
sp -2.038398 -1.971736, R -2.944034 -4.465623, YSP -88.598129 -110.814117
sp -2.038398 -1.971736, R -2.944034 -4.465623, YSP -88.598129 -110.814117
sp -2.038398 -1.971736, R -2.976856 -4.590785, YSP -84.151932 -110.814117
sp -2.038398 -1.971736, R -2.976856 -4.590785, YSP -84.151932 -110.814117
sp -2.038398 -1.971736, R -2.976856 -4.590785, YSP -84.151932 -110.814117
sp -2.038398 -1.971736, R -2.976856 -4.590785, YSP -84.151932 -110.814117
sp -2.038398 -1.971736, R -2.976856 -4.590785, YSP -84.151932 -110.814117
sp -2.038398 -1.971736, R -2.976856 -4.590785, YSP -84.151932 -110.814117
sp -2.038398 -1.971736, R -2.976856 -4.590785, YSP -84.151932 -110.814117
sp -2.038398 -1.971736, R -2.976856 -4.590785, YSP -84.151932 -110.814117
sp -2.038398 -1.971736, R -2.960365 -4.680823, YSP -84.151932 -110.814117
sp -2.038398 -1.971736, R -2.960365 -4.680823, YSP -84.151932 -110.814117
sp -2.038398 -1.971736, R -2.960365 -4.680823, YSP -82.735527 -110.814117
sp -2.038398 -1.971736, R -2.960365 -4.680823, YSP -82.735527 -110.814117
sp -2.038398 -1.971736, R -2.960365 -4.680823, YSP -82.735527 -110.814117
sp -2.038398 -1.971736, R -2.960365 -4.680823, YSP -82.735527 -110.814117
sp -2.038398 -1.971736, R -2.954407 -4.722222, YSP -79.114571 -110.814117
sp -2.038398 -1.971736, R -2.954407 -4.722222, YSP -79.114571 -110.814117
sp -2.038398 -1.971736, R -2.954407 -4.722222, YSP -79.114571 -110.814117
sp -2.038398 -1.971736, R -2.954407 -4.722222, YSP -79.114571 -110.814117
sp -2.038398 -1.971736, R -2.954407 -4.722222, YSP -79.114571 -110.814117
sp -2.038398 -1.971736, R -2.954407 -4.722222, YSP -79.114571 -110.814117
sp -2.038398 -1.971736, R -2.956077 -4.713535, YSP -81.467598 -110.814117
sp -2.038398 -1.971736, R -2.956077 -4.713535, YSP -81.467598 -110.814117
sp -2.038398 -1.971736, R -2.956077 -4.713535, YSP -81.467598 -110.814117
sp -2.038398 -1.971736, R -2.956077 -4.713535, YSP -81.467598 -110.814117
sp -2.038398 -1.971736, R -2.956077 -4.713535, YSP -81.467598 -110.814117
sp -2.038398 -1.971736, R -2.956077 -4.713535, YSP -81.467598 -110.814117
sp -2.038398 -1.971736, R -2.959756 -4.702376, YSP -78.561661 -110.814117
sp -2.038398 -1.971736, R -2.959756 -4.702376, YSP -78.561661 -110.814117
sp -2.038398 -1.971736, R -2.959756 -4.702376, YSP -78.561661 -110.814117
sp -2.038398 -1.971736, R -2.959756 -4.702376, YSP -78.561661 -110.814117
sp -2.038398 -1.971736, R -2.959756 -4.702376, YSP -78.561661 -110.814117
sp -2.038398 -1.971736, R -2.959756 -4.702376, YSP -78.561661 -110.814117
sp -2.038398 -1.971736, R -2.941798 -4.690835, YSP -76.149956 -110.814117
sp -2.038398 -1.971736, R -2.941798 -4.690835, YSP -76.149956 -110.814117
sp -2.038398 -1.971736, R -2.941798 -4.690835, YSP -76.149956 -110.814117
sp -2.038398 -1.971736, R -2.941798 -4.690835, YSP -76.149956 -110.814117
sp -2.038398 -1.971736, R -2.941798 -4.690835, YSP -76.149956 -110.814117
sp -2.038398 -1.971736, R -2.941798 -4.690835, YSP -76.149956 -110.814117
sp -2.038398 -1.971736, R -2.965545 -4.683167, YSP -76.149956 -110.814117
sp -2.038398 -1.971736, R -2.965545 -4.683167, YSP -74.096504 -110.814117
sp -2.038398 -1.971736, R -2.965545 -4.683167, YSP -74.096504 -110.814117
sp -2.038398 -1.971736, R -2.965545 -4.683167, YSP -74.096504 -110.814117
sp -2.038398 -1.971736, R -2.966194 -4.646843, YSP -74.096504 -110.814117
sp -2.038398 -1.971736, R -2.966194 -4.646843, YSP -74.096504 -110.814117
sp -2.038398 -1.971736, R -2.966194 -4.646843, YSP -72.120102 -110.814117
sp -2.038398 -1.971736, R -2.966194 -4.646843, YSP -72.120102 -110.814117
sp -2.038398 -1.971736, R -2.966194 -4.646843, YSP -72.120102 -110.814117
sp -2.038398 -1.971736, R -2.966194 -4.646843, YSP -72.120102 -110.814117
sp -2.038398 -1.971736, R -2.966194 -4.646843, YSP -72.120102 -110.814117
sp -2.038398 -1.971736, R -2.966194 -4.646843, YSP -72.120102 -110.814117
sp -2.038398 -1.971736, R -2.969351 -4.637056, YSP -75.200989 -110.814117
sp -2.038398 -1.971736, R -2.969351 -4.637056, YSP -75.200989 -110.814117
sp -2.038398 -1.971736, R -2.969351 -4.637056, YSP -75.200989 -110.814117
sp -2.038398 -1.971736, R -2.969351 -4.637056, YSP -75.200989 -110.814117
sp -2.038398 -1.971736, R -2.969351 -4.637056, YSP -75.200989 -110.814117
sp -2.038398 -1.971736, R -2.969351 -4.637056, YSP -75.200989 -110.814117
sp -2.038398 -1.971736, R -2.969351 -4.637056, YSP -75.200989 -110.814117
